chr	cell	z	score	p	p.adj	monosomy
E7.14	21	E7.10.767	-3.51747701726976	0.566733977884104	0.00204621126941438	0.0450166479271163	TRUE
E7.140	16	E7.11.847	9.71832322669352	1.33982153611374	3.18773049282692e-09	1.54286155852823e-06	FALSE
E7.141	17	E7.11.847	5.48519597994102	1.22422069881142	1.92426174222497e-05	0.000931342683236887	FALSE
E7.143	19	E7.11.847	5.75894769989535	1.45779542704141	1.02355235097761e-05	0.000619249172341452	FALSE
E7.261	6	E7.13.882	6.2722918353663	1.34956405982284	3.20458395322228e-06	0.000280985258476456	FALSE
E7.283	6	E7.13.883	7.39901817008675	1.40759464711622	2.81343374730904e-07	6.80850966848788e-05	FALSE
E7.337	15	E7.14.894	3.23227406095386	1.30862503009524	0.00399270250450286	0.0768809269221345	FALSE
E7.381	15	E7.14.905	3.21773021430767	1.30704587266998	0.0041299671487097	0.0768809269221345	FALSE
E7.407	19	E7.14.906	5.03644534833659	1.40180553655166	5.49978632545866e-05	0.00221824715126833	FALSE
E7.411	22	E7.14.906	4.70238466845335	1.2652426990428	0.000121375222339452	0.00423210331713043	FALSE
E7.413	4	E7.14.906	-4.19542787202833	0.770089428847003	0.000407196322589768	0.0109490566740804	TRUE
E7.425	15	E7.14.907	3.42211474389986	1.3292377559705	0.00256149119204761	0.0539026842152627	FALSE
E7.445	13	E7.8.327	-5.62080873893146	0.452153572439618	1.40614540736509e-05	0.000756193752405224	TRUE
E7.458	5	E7.8.327	-7.18245643549798	0.682276627758305	4.43264612730564e-07	7.1513357520531e-05	TRUE
